8.370423038014184;0.0	8.38067535869019;0.0	7.2862477316172445;0.0	6.397706441858779;0.0	7.048384924072691;0.0	
4.261537961512245;0.0	7.094009495254139;0.0	6.48301203723849;0.0	6.27316722272086;0.0	6.420316461836093;0.0	
9.373954125764115;0.0	10.290160591586755;0.0	8.601288098106558;0.0	8.601412138945772;0.0	8.52737067755467;0.0	
7.696823088103529;0.0	8.439928876056694;0.0	7.44329979067463;0.0	6.882888515516153;0.0	6.95177358085187;0.0	
7.8500639021108825;0.0	8.096098621153528;0.0	7.859617009588839;0.0	8.197469657907302;0.0	7.9900693716838145;0.0	
6.660217422087709;0.0	10.126383853041613;0.0	8.47722046292926;0.0	8.928971416405043;0.0	8.802857662183168;0.0	
6.1228910458391015;0.0	9.950848917504908;0.0	7.378257576242625;0.0	6.974731922144811;0.0	6.957934182246909;0.0	
8.228694805824125;0.0	9.006146883693601;0.0	8.118364269580269;0.0	8.090287628970033;0.0	8.381122938437853;0.0	
7.002136786987853;0.0	7.930231222396123;0.0	6.978040500299325;0.0	7.3389014079296935;0.0	6.876756860603671;0.0	
5.783347407703813;0.0	7.271221231683386;0.0	6.288057327607777;0.0	6.08814397493567;0.0	7.371121809078556;0.0	
8.408355630473208;0.0	8.476443273628181;0.0	7.734121626185866;0.0	7.643463684593323;0.0	8.386425767268411;0.0	
7.201497071751378;0.0	9.46090228586418;0.0	8.240584224155318;0.0	8.235863189014834;0.0	8.177608208729055;0.0	
6.9025855451963185;0.0	8.444084717017777;0.0	6.567460549818843;0.0	6.958725307128178;0.0	7.8695912163221;0.0	
9.321396840778377;0.0	10.267797621694603;0.0	8.759588858124307;0.0	8.347629831725245;0.0	8.597502273301027;0.0	
6.822624798740054;0.0	8.304859169129527;0.0	6.858675768392393;0.0	7.682703190312218;0.0	7.1323130484916275;0.0	
7.688893401537983;0.0	7.539699759534169;0.0	6.657515988529734;0.0	7.202701594392035;0.0	6.820127899768065;0.0	
8.418444633710646;0.0	9.004257907624815;0.0	8.168043707322047;0.0	6.973886475858839;0.0	7.376409462918743;0.0	
6.483298670066701;0.0	8.448837391017069;0.0	6.642960948850905;0.0	6.704372806447462;0.0	5.564114210007469;0.0	
8.39750988131954;0.0	9.975632299609876;0.0	8.321918714974542;0.0	8.241083073407657;0.0	8.436371779800812;0.0	
7.897170744097244;0.0	10.827706251233064;0.0	9.014680836450609;0.0	8.835832117621896;0.0	8.776042397802753;0.0	
8.71262099807;0.0	10.86579887377994;0.0	9.564191158316206;0.0	8.989029559219695;0.0	8.722590587428702;0.0	
